20260608 1621;1.33405;1.33425;1.33404;1.33425;141
20260608 1624;1.33425;1.33429;1.33407;1.33425;285
20260608 1627;1.33425;1.33429;1.33413;1.33426;184
20260608 1630;1.33426;1.33432;1.33414;1.33417;141
20260608 1633;1.33417;1.33425;1.33416;1.33417;227
20260608 1636;1.33417;1.3342;1.3341;1.33414;82
20260608 1639;1.33414;1.33416;1.33409;1.33415;143
20260608 1642;1.33415;1.33416;1.33412;1.33413;50
20260608 1645;1.33413;1.33413;1.33405;1.3341;837
20260608 1648;1.3341;1.33414;1.334;1.33404;260
20260608 1651;1.33404;1.33411;1.33391;1.33392;178
20260608 1654;1.33392;1.33396;1.33381;1.33383;333
20260608 1657;1.33383;1.33402;1.33372;1.33394;528
20260608 1700;1.33394;1.33394;1.3337;1.3337;4
20260608 1703;1.3337;1.33407;1.33345;1.33361;20
20260608 1706;1.33361;1.33362;1.33356;1.33356;163
20260608 1709;1.33356;1.33375;1.33335;1.33363;70
20260608 1712;1.33363;1.33377;1.33344;1.33362;58
20260608 1715;1.33362;1.334;1.33323;1.33351;111
20260608 1718;1.33351;1.33378;1.33341;1.33378;78
20260608 1721;1.33378;1.33398;1.33343;1.33347;232
20260608 1724;1.33347;1.33379;1.33347;1.33366;102
20260608 1727;1.33366;1.33366;1.33362;1.33362;50
20260608 1730;1.33362;1.33363;1.33327;1.33362;94
20260608 1733;1.33362;1.33374;1.33362;1.33369;80
20260608 1736;1.33369;1.33386;1.33363;1.33377;329
20260608 1739;1.33377;1.33411;1.33355;1.33407;772
20260608 1742;1.33407;1.33419;1.33363;1.33385;671
20260608 1745;1.33385;1.33411;1.33352;1.33394;426
20260608 1748;1.33394;1.33398;1.3335;1.33375;296
20260608 1751;1.33375;1.33391;1.3336;1.33376;95
20260608 1754;1.33376;1.33376;1.33357;1.33365;188
20260608 1757;1.33365;1.33381;1.33362;1.33376;131
20260608 1800;1.33376;1.334;1.3337;1.33383;137
20260608 1803;1.33383;1.33401;1.33372;1.33394;105
20260608 1806;1.33394;1.33402;1.33385;1.33395;108
20260608 1809;1.33395;1.33408;1.33394;1.33396;93
20260608 1812;1.33396;1.33404;1.33394;1.33397;118
20260608 1815;1.33397;1.33402;1.33386;1.33395;175
20260608 1818;1.33395;1.33397;1.33389;1.33395;43
20260608 1821;1.33395;1.33396;1.33387;1.33395;97
20260608 1824;1.33395;1.33397;1.33387;1.3339;79
20260608 1827;1.3339;1.33392;1.33386;1.33388;90
20260608 1830;1.33388;1.3339;1.33386;1.33388;76
20260608 1833;1.33388;1.33397;1.33388;1.33392;116
20260608 1836;1.33392;1.33394;1.33391;1.33393;48
20260608 1839;1.33393;1.33399;1.33393;1.33397;52
20260608 1842;1.33397;1.33398;1.33383;1.33383;54
20260608 1845;1.33383;1.33391;1.33381;1.33389;70
20260608 1848;1.33389;1.33392;1.33384;1.33384;101
20260608 1851;1.33384;1.33392;1.33383;1.33391;52
20260608 1854;1.33391;1.33404;1.3339;1.334;61
20260608 1857;1.334;1.33404;1.334;1.33403;20
20260608 1900;1.33403;1.33404;1.33401;1.33401;62
20260608 1903;1.33401;1.33403;1.33401;1.33401;30
20260608 1906;1.33401;1.33405;1.33401;1.33404;24
20260608 1909;1.33404;1.33405;1.334;1.334;48
20260608 1912;1.334;1.3341;1.334;1.33403;113
20260608 1915;1.33403;1.33404;1.33399;1.334;67
20260608 1918;1.334;1.33404;1.33386;1.33403;107
20260608 1921;1.33403;1.33404;1.33398;1.33399;68
20260608 1924;1.33399;1.334;1.33392;1.33392;78
20260608 1927;1.33392;1.33392;1.33373;1.33376;137
20260608 1930;1.33376;1.33376;1.33352;1.33354;180
20260608 1933;1.33354;1.33365;1.33352;1.33362;83
20260608 1936;1.33362;1.33371;1.33362;1.33371;103
20260608 1939;1.33371;1.33379;1.3336;1.33361;110
20260608 1942;1.33361;1.33376;1.33356;1.33371;115
20260608 1945;1.33371;1.33374;1.33343;1.33355;216
20260608 1948;1.33355;1.33361;1.33352;1.33356;145
20260608 1951;1.33356;1.33356;1.33346;1.33354;160
20260608 1954;1.33354;1.33357;1.33335;1.33335;212
20260608 1957;1.33335;1.33345;1.3333;1.33335;221
20260608 2000;1.33335;1.33336;1.33312;1.33331;738
20260608 2003;1.33331;1.33341;1.33307;1.33321;749
20260608 2006;1.33321;1.33345;1.33317;1.33328;745
20260608 2009;1.33328;1.33347;1.33317;1.33346;421
20260608 2012;1.33346;1.33356;1.33327;1.33332;457
20260608 2015;1.33332;1.33348;1.33318;1.33338;465
20260608 2018;1.33338;1.33346;1.33329;1.33346;288
20260608 2021;1.33346;1.33348;1.33326;1.3333;375
20260608 2024;1.3333;1.33342;1.33326;1.33338;325
20260608 2027;1.33338;1.33345;1.33333;1.33335;308
20260608 2030;1.33335;1.33348;1.33319;1.33339;370
20260608 2033;1.33339;1.33355;1.33327;1.33347;384
20260608 2036;1.33347;1.33362;1.33345;1.33348;381
20260608 2039;1.33348;1.33356;1.33339;1.33344;301
20260608 2042;1.33344;1.33355;1.33343;1.3335;347
20260608 2045;1.3335;1.33354;1.33343;1.33353;361
20260608 2048;1.33353;1.33356;1.33341;1.33346;352
20260608 2051;1.33346;1.33352;1.33324;1.33326;471
20260608 2054;1.33326;1.33334;1.33314;1.33328;468
20260608 2057;1.33328;1.33366;1.33328;1.33363;466
20260608 2100;1.33363;1.33385;1.33353;1.33368;749
20260608 2103;1.33368;1.33376;1.33359;1.33365;478
20260608 2106;1.33365;1.33389;1.33365;1.33376;458
20260608 2109;1.33376;1.33387;1.33366;1.33386;354
20260608 2112;1.33386;1.33404;1.33381;1.33398;285
20260608 2115;1.33398;1.33415;1.33387;1.33414;514
20260608 2118;1.33414;1.33415;1.33399;1.33407;398
20260608 2121;1.33407;1.33447;1.33406;1.33426;660
20260608 2124;1.33426;1.33437;1.33425;1.33435;366
20260608 2127;1.33435;1.33449;1.33428;1.33437;430
20260608 2130;1.33437;1.33458;1.33435;1.33456;442
20260608 2133;1.33456;1.33467;1.33456;1.33465;416
20260608 2136;1.33465;1.33466;1.33447;1.33452;374
20260608 2139;1.33452;1.33473;1.33451;1.33465;393
20260608 2142;1.33465;1.33478;1.33454;1.33469;476
20260608 2145;1.33469;1.33489;1.33468;1.33488;453
20260608 2148;1.33488;1.33502;1.33476;1.33479;426
20260608 2151;1.33479;1.33487;1.33475;1.33477;320
20260608 2154;1.33477;1.33494;1.33475;1.33492;230
20260608 2157;1.33492;1.33514;1.33487;1.33512;325
20260608 2200;1.33512;1.33523;1.33503;1.33518;324
20260608 2203;1.33518;1.33525;1.33506;1.33512;308
20260608 2206;1.33512;1.33528;1.33505;1.33527;412
20260608 2209;1.33527;1.33529;1.33511;1.33514;227
20260608 2212;1.33514;1.33526;1.33512;1.33516;128
20260608 2215;1.33516;1.33517;1.33496;1.33497;181
20260608 2218;1.33497;1.33497;1.33475;1.33477;319
20260608 2221;1.33477;1.33504;1.33477;1.33502;163
20260608 2224;1.33502;1.33502;1.33487;1.3349;283
20260608 2227;1.3349;1.33509;1.3349;1.33504;225
20260608 2230;1.33504;1.33514;1.33498;1.33508;391
20260608 2233;1.33508;1.33509;1.33489;1.33493;261
20260608 2236;1.33493;1.33496;1.33479;1.33492;246
20260608 2239;1.33492;1.33496;1.33486;1.33488;277
20260608 2242;1.33488;1.33497;1.33488;1.33496;152
20260608 2245;1.33496;1.33508;1.33495;1.33508;144
20260608 2248;1.33508;1.33508;1.33496;1.335;225
20260608 2251;1.335;1.335;1.33483;1.33495;210
20260608 2254;1.33495;1.33502;1.33493;1.33496;208
20260608 2257;1.33496;1.33497;1.33486;1.33489;247
20260608 2300;1.33489;1.3349;1.33477;1.33489;305
20260608 2303;1.33489;1.33498;1.33471;1.33498;234
20260608 2306;1.33498;1.33509;1.33494;1.33497;332
20260608 2309;1.33497;1.33504;1.33494;1.33499;257
20260608 2312;1.33499;1.33514;1.33495;1.33505;247
20260608 2315;1.33505;1.33523;1.33505;1.33512;302
20260608 2318;1.33512;1.33512;1.33489;1.33496;304
20260608 2321;1.33496;1.33496;1.33453;1.33461;380
20260608 2324;1.33461;1.33473;1.33454;1.3347;283
20260608 2327;1.3347;1.33478;1.33469;1.33475;215
20260608 2330;1.33475;1.33497;1.33475;1.33492;345
20260608 2333;1.33492;1.33492;1.33475;1.33483;318
20260608 2336;1.33483;1.3349;1.33474;1.3349;271
20260608 2339;1.3349;1.33494;1.33481;1.33493;204
20260608 2342;1.33493;1.33496;1.33486;1.33495;295
20260608 2345;1.33495;1.33507;1.33493;1.33497;248
20260608 2348;1.33497;1.33503;1.33486;1.33494;230
20260608 2351;1.33494;1.33494;1.33482;1.33483;184
20260608 2354;1.33483;1.33484;1.33468;1.33477;225
20260608 2357;1.33477;1.33491;1.33473;1.33491;315
20260609 0000;1.33491;1.33494;1.33472;1.3348;237
20260609 0003;1.3348;1.33491;1.33478;1.33491;199
20260609 0006;1.33491;1.33504;1.33486;1.33489;260
20260609 0009;1.33489;1.33501;1.33487;1.33498;229
20260609 0012;1.33498;1.3351;1.33493;1.33502;177
20260609 0015;1.33502;1.33511;1.33496;1.33509;231
20260609 0018;1.33509;1.33515;1.33505;1.33514;229
20260609 0021;1.33514;1.33525;1.33505;1.33524;229
20260609 0024;1.33524;1.33525;1.33521;1.33521;136
20260609 0027;1.33521;1.33534;1.33514;1.33534;271
20260609 0030;1.33534;1.33534;1.33515;1.33523;253
20260609 0033;1.33523;1.33539;1.33521;1.33537;210
20260609 0036;1.33537;1.33564;1.33536;1.33563;268
20260609 0039;1.33563;1.33583;1.3356;1.33574;322
20260609 0042;1.33574;1.33586;1.3357;1.33578;209
20260609 0045;1.33578;1.33586;1.33568;1.33585;216
20260609 0048;1.33585;1.33628;1.33584;1.33626;310
20260609 0051;1.33626;1.33628;1.33604;1.33606;205
20260609 0054;1.33606;1.33614;1.33595;1.33598;291
20260609 0057;1.33598;1.33603;1.33589;1.33601;266
20260609 0100;1.33601;1.33614;1.33596;1.33604;426
20260609 0103;1.33604;1.33605;1.33594;1.33602;261
20260609 0106;1.33602;1.33615;1.33578;1.33585;392
20260609 0109;1.33585;1.33594;1.33576;1.33578;259
20260609 0112;1.33578;1.33581;1.33558;1.3356;389
20260609 0115;1.3356;1.33577;1.33559;1.33571;288
20260609 0118;1.33571;1.33589;1.33569;1.33589;263
20260609 0121;1.33589;1.33589;1.33565;1.33578;310
20260609 0124;1.33578;1.33588;1.33572;1.33585;380
20260609 0127;1.33585;1.33588;1.33574;1.33583;420
20260609 0130;1.33583;1.33627;1.33583;1.33626;822
20260609 0133;1.33626;1.33638;1.33623;1.3363;509
20260609 0136;1.3363;1.33645;1.33628;1.33633;385
20260609 0139;1.33633;1.33637;1.33622;1.33628;337
20260609 0142;1.33628;1.33631;1.33621;1.33621;308
20260609 0145;1.33621;1.33648;1.33612;1.33645;365
20260609 0148;1.33645;1.33645;1.3362;1.33629;315
20260609 0151;1.33629;1.33647;1.33625;1.33643;293
20260609 0154;1.33643;1.33643;1.33613;1.33613;314
20260609 0157;1.33613;1.33622;1.33604;1.33615;397
20260609 0200;1.33615;1.33625;1.33585;1.33622;467
20260609 0203;1.33622;1.33645;1.33618;1.33634;403
20260609 0206;1.33634;1.33655;1.33632;1.33645;410
20260609 0209;1.33645;1.33672;1.33633;1.33672;508
20260609 0212;1.33672;1.33713;1.33672;1.33712;526
20260609 0215;1.33712;1.33733;1.33693;1.33725;730
20260609 0218;1.33725;1.33742;1.33719;1.33726;793
20260609 0221;1.33726;1.33746;1.33726;1.33733;659
20260609 0224;1.33733;1.33738;1.33701;1.33714;543
20260609 0227;1.33714;1.33717;1.33691;1.33696;641
20260609 0230;1.33696;1.33696;1.33664;1.33667;652
20260609 0233;1.33667;1.33677;1.33652;1.33666;936
20260609 0236;1.33666;1.33677;1.33646;1.33656;521
20260609 0239;1.33656;1.3367;1.33644;1.33655;646
20260609 0242;1.33655;1.33666;1.33639;1.33657;627
20260609 0245;1.33657;1.33657;1.33634;1.33644;560
20260609 0248;1.33644;1.33658;1.33632;1.33645;480
20260609 0251;1.33645;1.33658;1.33632;1.33644;555
20260609 0254;1.33644;1.33647;1.33633;1.33636;422
20260609 0257;1.33636;1.33656;1.33615;1.33631;792
20260609 0300;1.33631;1.33645;1.33615;1.33621;993
20260609 0303;1.33621;1.33638;1.33604;1.33612;714
20260609 0306;1.33612;1.33614;1.33582;1.33606;775
20260609 0309;1.33606;1.33618;1.33596;1.33607;749
20260609 0312;1.33607;1.3363;1.33597;1.33604;859
20260609 0315;1.33604;1.33625;1.33593;1.33616;822
20260609 0318;1.33616;1.33636;1.33603;1.33634;814
20260609 0321;1.33634;1.33679;1.33631;1.33653;758
20260609 0324;1.33653;1.33678;1.33646;1.33653;838
20260609 0327;1.33653;1.3367;1.33644;1.33658;780
20260609 0330;1.33658;1.33659;1.33624;1.33636;748
20260609 0333;1.33636;1.33656;1.33633;1.33652;655
20260609 0336;1.33652;1.33659;1.33645;1.33647;586
20260609 0339;1.33647;1.33666;1.33643;1.33651;582
20260609 0342;1.33651;1.33686;1.33643;1.33686;755
20260609 0345;1.33686;1.33706;1.33677;1.33696;739
20260609 0348;1.33696;1.33728;1.33696;1.33726;719
20260609 0351;1.33726;1.33744;1.33714;1.33727;704
20260609 0354;1.33727;1.33729;1.33705;1.33707;499
20260609 0357;1.33707;1.33707;1.33656;1.33674;750
20260609 0400;1.33674;1.3368;1.33646;1.33671;938
20260609 0403;1.33671;1.33701;1.33663;1.33664;1098
20260609 0406;1.33664;1.33696;1.33663;1.33687;851
20260609 0409;1.33687;1.33713;1.33687;1.33693;509
20260609 0412;1.33693;1.33786;1.33693;1.33714;1469
20260609 0415;1.33714;1.33744;1.33704;1.33728;518
20260609 0418;1.33728;1.33754;1.33725;1.33749;527
20260609 0421;1.33749;1.33778;1.33744;1.33759;612
20260609 0424;1.33759;1.33782;1.33752;1.33753;554
20260609 0427;1.33753;1.33768;1.33748;1.33756;372
20260609 0430;1.33756;1.3377;1.33751;1.33768;310
20260609 0433;1.33768;1.33813;1.33754;1.33805;470
20260609 0436;1.33805;1.33807;1.33791;1.33793;352
20260609 0439;1.33793;1.33804;1.33767;1.33769;434
20260609 0442;1.33769;1.33787;1.33765;1.33772;373
20260609 0445;1.33772;1.33773;1.33751;1.33756;342
20260609 0448;1.33756;1.33759;1.33732;1.3374;299
20260609 0451;1.3374;1.3378;1.3374;1.3378;389
20260609 0454;1.3378;1.33815;1.33778;1.33814;502
20260609 0457;1.33814;1.33827;1.33793;1.33798;514
20260609 0500;1.33798;1.33817;1.33789;1.33805;545
20260609 0503;1.33805;1.33836;1.33804;1.33834;581
20260609 0506;1.33834;1.33843;1.33823;1.33842;427
20260609 0509;1.33842;1.33875;1.33838;1.33875;490
20260609 0512;1.33875;1.33877;1.33848;1.33857;357
20260609 0515;1.33857;1.33895;1.33857;1.33877;393
20260609 0518;1.33877;1.33894;1.33875;1.33883;230
20260609 0521;1.33883;1.33913;1.33883;1.33895;352
20260609 0524;1.33895;1.33915;1.33879;1.33881;299
20260609 0527;1.33881;1.33883;1.33848;1.33864;510
20260609 0530;1.33864;1.33878;1.33863;1.33864;425
20260609 0533;1.33864;1.33868;1.33825;1.33859;380
20260609 0536;1.33859;1.33878;1.33849;1.33877;415
20260609 0539;1.33877;1.33878;1.33863;1.33871;353
20260609 0542;1.33871;1.33872;1.33858;1.33866;240
20260609 0545;1.33866;1.33883;1.33855;1.33877;449
20260609 0548;1.33877;1.33878;1.33872;1.33874;263
20260609 0551;1.33874;1.33888;1.33874;1.33884;310
20260609 0554;1.33884;1.33896;1.3388;1.33884;316
20260609 0557;1.33884;1.33895;1.3387;1.33875;340
20260609 0600;1.33875;1.33911;1.33874;1.33904;497
20260609 0603;1.33904;1.33906;1.33894;1.33904;369
20260609 0606;1.33904;1.33915;1.33862;1.33862;1031
20260609 0609;1.33862;1.33882;1.33849;1.33867;622
20260609 0612;1.33867;1.339;1.33867;1.33899;461
20260609 0615;1.33899;1.33926;1.33893;1.33925;476
20260609 0618;1.33925;1.33928;1.33916;1.33917;391
20260609 0621;1.33917;1.33944;1.33914;1.33932;350
20260609 0624;1.33932;1.3396;1.33924;1.33958;506
20260609 0627;1.33958;1.33967;1.33954;1.33958;521
20260609 0630;1.33958;1.33963;1.33941;1.33943;381
20260609 0633;1.33943;1.33962;1.33938;1.33953;304
20260609 0636;1.33953;1.33955;1.33943;1.33954;327
20260609 0639;1.33954;1.33956;1.33941;1.33945;325
20260609 0642;1.33945;1.33979;1.33943;1.33974;434
20260609 0645;1.33974;1.33974;1.33951;1.33956;359
20260609 0648;1.33956;1.33973;1.33953;1.33969;367
20260609 0651;1.33969;1.33969;1.33934;1.33936;368
20260609 0654;1.33936;1.33961;1.33933;1.33947;393
20260609 0657;1.33947;1.33968;1.33945;1.33954;278
20260609 0700;1.33954;1.33977;1.33954;1.33969;423
20260609 0703;1.33969;1.33982;1.33967;1.33977;244
20260609 0706;1.33977;1.34005;1.33973;1.33996;329
20260609 0709;1.33996;1.33996;1.33979;1.33995;354
20260609 0712;1.33995;1.33998;1.33964;1.33969;384
20260609 0715;1.33969;1.33969;1.33953;1.33966;342
20260609 0718;1.33966;1.33997;1.33963;1.33996;442
20260609 0721;1.33996;1.34006;1.33986;1.33996;435
20260609 0724;1.33996;1.34007;1.33986;1.33994;405
20260609 0727;1.33994;1.34017;1.33993;1.34007;379
20260609 0730;1.34007;1.34016;1.34004;1.34008;308
20260609 0733;1.34008;1.34015;1.33994;1.33998;379
20260609 0736;1.33998;1.33999;1.33982;1.33988;402
20260609 0739;1.33988;1.33996;1.33975;1.33975;229
20260609 0742;1.33975;1.33979;1.33946;1.33977;528
20260609 0745;1.33977;1.33985;1.33967;1.33978;387
20260609 0748;1.33978;1.34017;1.33977;1.34006;397
20260609 0751;1.34006;1.34033;1.34003;1.34025;349
20260609 0754;1.34025;1.34048;1.34021;1.3404;409
20260609 0757;1.3404;1.34061;1.34018;1.34025;476
20260609 0800;1.34025;1.34072;1.3402;1.34065;850
20260609 0803;1.34065;1.34077;1.34033;1.34034;546
20260609 0806;1.34034;1.34053;1.34032;1.34038;501
20260609 0809;1.34038;1.34053;1.34032;1.34045;521
20260609 0812;1.34045;1.34053;1.34021;1.34022;442
20260609 0815;1.34022;1.34033;1.34002;1.34012;435
20260609 0818;1.34012;1.34025;1.34005;1.34011;525
20260609 0821;1.34011;1.34017;1.34003;1.34017;493
20260609 0824;1.34017;1.34026;1.34001;1.34003;392
20260609 0827;1.34003;1.34003;1.33981;1.33995;280
20260609 0830;1.33995;1.34046;1.33994;1.34044;296
20260609 0833;1.34044;1.34045;1.34014;1.34015;390
20260609 0836;1.34015;1.3404;1.34014;1.34016;388
20260609 0839;1.34016;1.34018;1.33993;1.34014;325
20260609 0842;1.34014;1.34038;1.34014;1.34027;382
20260609 0845;1.34027;1.34036;1.34017;1.34029;387
20260609 0848;1.34029;1.34042;1.34013;1.34035;532
20260609 0851;1.34035;1.34043;1.34023;1.34037;391
20260609 0854;1.34037;1.34044;1.3402;1.34024;389
20260609 0857;1.34024;1.34044;1.34013;1.34037;658
20260609 0900;1.34037;1.34075;1.34031;1.34054;1315
20260609 0903;1.34054;1.34072;1.34019;1.34047;915
20260609 0906;1.34047;1.34054;1.34014;1.34054;732
20260609 0909;1.34054;1.34074;1.34051;1.34071;693
20260609 0912;1.34071;1.34086;1.34065;1.34069;687
20260609 0915;1.34069;1.34074;1.34043;1.34046;577
20260609 0918;1.34046;1.34058;1.34041;1.34052;464
20260609 0921;1.34052;1.34053;1.34014;1.34025;479
20260609 0924;1.34025;1.34038;1.34023;1.34024;263
20260609 0927;1.34024;1.3404;1.34013;1.34034;426
20260609 0930;1.34034;1.34043;1.33995;1.34004;1005
20260609 0933;1.34004;1.34005;1.33957;1.33958;935
20260609 0936;1.33958;1.33984;1.33954;1.33959;1155
20260609 0939;1.33959;1.33977;1.33952;1.3397;820
20260609 0942;1.3397;1.33976;1.33947;1.33963;952
20260609 0945;1.33963;1.34036;1.33955;1.34034;1272
20260609 0948;1.34034;1.34107;1.34021;1.34023;2090
20260609 0951;1.34023;1.3404;1.33983;1.34002;1270
20260609 0954;1.34002;1.34018;1.33966;1.33993;920
20260609 0957;1.33993;1.33995;1.33972;1.33976;681
20260609 1000;1.33976;1.34038;1.33972;1.34038;777
20260609 1003;1.34038;1.34046;1.34022;1.34024;1003
20260609 1006;1.34024;1.34069;1.34003;1.34068;1193
20260609 1009;1.34068;1.34072;1.34004;1.34027;1301
20260609 1012;1.34027;1.34031;1.33968;1.3397;1100
20260609 1015;1.3397;1.33977;1.33884;1.33885;1708
20260609 1018;1.33885;1.33951;1.33885;1.33951;1574
20260609 1021;1.33951;1.34006;1.33935;1.34005;846
20260609 1024;1.34005;1.34024;1.33981;1.33984;1322
20260609 1027;1.33984;1.33998;1.33978;1.33979;1084
20260609 1030;1.33979;1.33998;1.33963;1.33987;1317
20260609 1033;1.33987;1.34028;1.33975;1.34026;1345
20260609 1036;1.34026;1.34027;1.3398;1.33983;1107
20260609 1039;1.33983;1.34015;1.33962;1.34008;1193
20260609 1042;1.34008;1.34056;1.33993;1.33993;1261
20260609 1045;1.33993;1.34018;1.33974;1.33984;1427
20260609 1048;1.33984;1.3399;1.33958;1.33958;377
20260609 1048;1.33984;1.3399;1.33958;1.33965;432
20260609 1048;1.33984;1.3399;1.33958;1.33965;444
20260609 1051;1.33981;1.34047;1.33981;1.33995;1988
20260609 1054;1.33995;1.34009;1.33927;1.33943;1901
20260609 1057;1.33943;1.33973;1.33928;1.33967;1448
20260609 1100;1.33967;1.33994;1.33958;1.33974;1136
20260609 1103;1.33974;1.34007;1.33968;1.33998;988
20260609 1106;1.33998;1.34028;1.33995;1.34024;1035
20260609 1109;1.34024;1.34044;1.3401;1.34013;1038
20260609 1112;1.34013;1.34022;1.33991;1.34;866
20260609 1115;1.34;1.34004;1.33963;1.33963;765
20260609 1118;1.33963;1.33973;1.3394;1.33953;835
20260609 1121;1.33953;1.33953;1.33916;1.33926;749
20260609 1124;1.33926;1.33936;1.33905;1.33905;812
20260609 1127;1.33905;1.33921;1.33856;1.33864;1129
20260609 1130;1.33864;1.33879;1.33802;1.33814;1324
20260609 1133;1.33814;1.33817;1.33764;1.33765;1403
20260609 1136;1.33765;1.33768;1.33725;1.33736;1328
20260609 1139;1.33736;1.33836;1.33734;1.33835;1573
20260609 1142;1.33835;1.33857;1.33825;1.33848;929
20260609 1145;1.33848;1.33855;1.33817;1.33829;1066
20260609 1148;1.33829;1.33846;1.33816;1.33822;1165
20260609 1151;1.33822;1.33872;1.33809;1.33859;1172
20260609 1154;1.33859;1.339;1.33849;1.33867;1183
20260609 1157;1.33867;1.33889;1.33849;1.33869;1306
20260609 1200;1.33869;1.33885;1.33839;1.33859;1280
20260609 1203;1.33859;1.33887;1.33839;1.33848;1087
20260609 1206;1.33848;1.33869;1.33813;1.33813;1264
20260609 1209;1.33813;1.3383;1.33785;1.33797;1149
20260609 1212;1.33797;1.33824;1.33786;1.33796;1075
20260609 1215;1.33796;1.33803;1.33775;1.33779;1087
20260609 1218;1.33779;1.33799;1.33743;1.33753;988
20260609 1221;1.33753;1.3376;1.33713;1.33716;932
20260609 1224;1.33716;1.33765;1.33716;1.33754;973
20260609 1227;1.33754;1.3378;1.33742;1.33768;953
20260609 1230;1.33768;1.33785;1.33745;1.33773;976
20260609 1233;1.33773;1.33787;1.33766;1.33783;924
20260609 1236;1.33783;1.33808;1.33654;1.33668;1976
20260609 1239;1.33668;1.33674;1.33587;1.33587;2511
20260609 1242;1.33587;1.33673;1.33583;1.33665;1633
20260609 1245;1.33665;1.337;1.33662;1.33685;1280
20260609 1248;1.33685;1.33693;1.33604;1.33649;1618
20260609 1251;1.33649;1.33686;1.33643;1.33671;1365
20260609 1254;1.33671;1.33681;1.33643;1.33667;1433
20260609 1257;1.33667;1.33718;1.33657;1.33716;1001
20260609 1300;1.33716;1.33764;1.33707;1.33754;1250
20260609 1303;1.33754;1.33798;1.33751;1.33776;1440
20260609 1306;1.33776;1.33785;1.33763;1.33768;1166
20260609 1309;1.33768;1.33782;1.33737;1.33769;1015
20260609 1312;1.33769;1.33769;1.3372;1.33739;1248
20260609 1315;1.33739;1.33776;1.33733;1.3377;1155
20260609 1318;1.3377;1.33842;1.33761;1.33828;1341
